Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Alloy1;Alloy2;HEAT;LOT;BATCH;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error;Ru;Ru Error
180;27.09.2023 10:47;TestAll Geo;478,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;411,73;3,16;392,95;2,98;2,95;1,83;41,27;1,37;4,88;0,46;23,79;2,31;<LOD;1,5;5,16;1,85;<LOD;20,55;0,39;0,1;63,18;3,99;<LOD;22,22;<LOD;9,38;94,44;10,7;<LOD;51,44;18199,64;94,55;432,7;24,26;75,77;5,97;253;4,47;7123,1;35,73;2,46;0,92;8295,63;46,32;11740,15;74,69;589,71;50,66;2328,73;36,73;;;;;;;;;<LOD;6,16;<LOD;3,49;;;307,23;21,69;193,93;17,75;605864,19;1942,71;37,61;1,27;68,87;1,47;<LOD;28,59;<LOD;1,5;<LOD;1,5;<LOD;1,5;106848,04;1146,41;870,78;55,09;229154,11;1047,5;2015,88;30,52;<LOD;1200,09;;
181;27.09.2023 10:53;TestAll Geo;330,42;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;417,44;4,53;411,29;4,33;<LOD;3,88;40,06;1,94;5,2;0,67;18,2;3,11;<LOD;1,64;5,53;2,51;<LOD;29,61;0,48;0,15;53,91;5,4;<LOD;31,22;<LOD;13,81;<LOD;27,41;<LOD;68,34;14506,14;120,13;338,71;32,05;46,8;7,75;209,67;6,16;7650,46;53,73;2,05;1,21;7838,91;60,74;9817,86;93,54;348,78;61,46;2079,84;30,28;51,32;8,38;471,51;15,73;59,67;6,34;<LOD;0,7;<LOD;6,22;<LOD;3,56;42,8;5,58;293,55;21,87;181,99;17,88;606582,31;2295,53;39,9;1,82;56,34;1,96;<LOD;39,52;<LOD;1,5;<LOD;1,5;<LOD;1,5;107803,81;1165,87;609,23;53,74;232211,91;1076,02;2111,38;31,81;<LOD;1230,3;;
182;27.09.2023 11:01;TestAll Geo;330,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;405,94;4,38;374,4;4,07;5,08;2,59;42,23;1,91;<LOD;153,76;19,97;3,1;<LOD;1,69;<LOD;5,13;<LOD;29,96;0,47;0,15;50,18;5,23;<LOD;31,72;<LOD;13,77;<LOD;27,06;62,51;33,19;13176,47;112,64;303,39;30,52;68,76;7,56;238,49;6,84;6621,95;53,84;3,35;1,13;6782,41;56,03;9040,54;89,05;398,5;60,5;1720,55;29,52;<LOD;12,55;423,66;15,74;41,54;6,32;<LOD;0,71;<LOD;6,61;<LOD;3,82;37,46;5,61;283,64;22,57;173,57;18,45;569498,38;2548,46;38,58;1,77;57,95;1,95;<LOD;37,42;<LOD;1,5;<LOD;1,5;<LOD;1,5;123318,37;1334,2;647,2;61,53;253863,7;1105,59;2386,79;36,38;<LOD;1380,88;;
183;27.09.2023 11:08;TestAll Geo;330,27;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;399;5,09;502,28;5,37;<LOD;4,78;62,63;2,54;4,88;0,77;32,66;4,01;<LOD;2,43;6,13;3,23;<LOD;37,77;0,41;0,17;230,7;10,21;<LOD;43,34;48,61;10,87;180,22;20,34;<LOD;79,22;26881,89;183,36;520,51;41,86;51,71;6,08;244,07;7,31;3577,21;40,35;<LOD;1,78;9374,57;62,66;15946,21;108,77;548,08;63,42;2122,03;37,88;<LOD;15,34;419,39;19,08;46,22;7,73;<LOD;0,86;<LOD;8,43;<LOD;4,91;39,52;6,87;342,64;28,71;209,83;23,32;573347,38;2815,61;35,8;2,09;103,17;2,82;<LOD;48,1;<LOD;1,5;<LOD;1,5;<LOD;1,5;97487,34;1343,81;5644,92;114,84;231525,31;1169,37;4040,9;50,37;<LOD;1849,7;;
184;27.09.2023 11:23;TestAll Geo;330,33;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;437,93;6,66;402,24;5,69;<LOD;300000;59,56;2,58;<LOD;201,27;24,28;4,27;<LOD;2,82;<LOD;7,5;<LOD;41,14;<LOD;300000;170,74;10,71;<LOD;300000;26,78;13,27;46,67;25,84;<LOD;96,87;27960,07;246,31;281,37;55,8;39,57;4,88;235,07;7,05;3184,92;32,01;1,2;0,65;3165,03;34,72;13072,05;85,75;399,99;48,43;1769,75;38,83;<LOD;16,14;393,87;20,28;33,42;8,17;<LOD;0,91;<LOD;9,14;<LOD;5,41;32,12;7,21;317,13;30,34;182,6;24,55;585974,38;2859,46;37,04;2,19;96,15;2,85;<LOD;48,01;<LOD;1,5;<LOD;1,5;<LOD;1,5;98400,88;1368,36;<LOD;108,51;235965,23;1212,29;4302,72;54,64;<LOD;1811,18;;
185;27.09.2023 11:32;TestAll Geo;330,37;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;341,34;4,14;299,85;3,75;<LOD;3,79;47,84;2;2,9;0,6;18,95;3,13;<LOD;1,74;<LOD;5,08;<LOD;30,57;0,58;0,15;86,89;6,28;<LOD;33,28;42,2;8,62;132,73;16,04;<LOD;71,72;15738,75;126,12;311,13;31,99;20,71;7,49;208,79;5,98;5786,35;44,9;2,08;1,13;6315,36;60,42;23253,34;140,89;472,99;71,42;2303,69;31,37;65,17;8,48;463,11;15,75;55,7;6,33;<LOD;0,7;<LOD;6,52;<LOD;3,71;39,28;5,54;376,24;23,55;237,06;19,14;591708,13;2269,43;29,68;1,75;73,22;2,18;<LOD;36,2;<LOD;1,5;<LOD;1,5;<LOD;1,5;94807,63;1095,07;117,94;50,45;246778,95;1078,03;2364,89;33,61;<LOD;1268,7;;
186;27.09.2023 11:53;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;359,48;3,96;237,99;3,19;<LOD;3,28;31,13;1,66;2,62;0,55;18,33;2,92;<LOD;1,6;<LOD;3,5;<LOD;28;0,25;0,13;90,28;6;<LOD;31,16;<LOD;13,02;94,33;14,65;<LOD;67,46;15584,99;118,99;259,46;28,6;68,6;11,76;103,22;5,08;4842,77;41,08;2,14;0,86;4107,65;44,07;10361,03;90,57;342,2;56,37;642,27;23,69;<LOD;11,41;336,06;14,59;16,89;5,9;<LOD;0,66;<LOD;6,31;<LOD;3,63;33,71;5,36;215,49;20,54;123,46;16,8;528567,13;2371,5;28,1;1,63;67,28;1,97;<LOD;32,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;96948,19;1120,23;298,22;54,13;324490,41;1222,54;2787,4;36,31;<LOD;1323,78;;
187;27.09.2023 12:03;TestAll Geo;330,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;431,94;4,59;333,53;3,96;<LOD;3,88;44,33;2,01;4,69;0,66;26,23;3,4;<LOD;1,91;6,18;2,74;<LOD;30,24;0,29;0,15;124,18;7,16;<LOD;33,3;42,04;8,7;126,77;16,19;<LOD;82,72;23988,86;155,52;342,52;33,26;38,76;7,81;119,27;5,72;6233,35;48,02;2,6;1,19;6654,45;62,22;15934,04;123,83;574,35;74,49;1119,95;26,13;<LOD;12,18;416,09;15,3;44,71;6,19;<LOD;0,68;<LOD;6,47;<LOD;3,56;39,9;5,51;291,27;22,09;190,37;18,16;550059,94;2474,6;35,65;1,84;81,61;2,27;<LOD;40,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;111822,18;1228,09;1074,35;60,19;269798,44;1130,12;2765,74;35,72;<LOD;1350,14;;
188;27.09.2023 12:10;TestAll Geo;330,09;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;404,68;4,34;305,34;3,71;<LOD;3,78;45,7;1,96;4,12;0,63;26,16;3,27;<LOD;1,62;<LOD;5,28;<LOD;28,05;0,28;0,14;117,24;6,82;<LOD;31,85;31,74;8,03;92,22;14,93;<LOD;78,33;22110,2;145,96;476,47;34,93;26,22;8,96;180,03;6,01;5625,12;44,89;<LOD;2,16;8516,89;75,4;18848,24;144,71;757,25;88,05;1103,26;25,09;23,31;7,92;454,31;15,02;56,58;6,08;<LOD;0,67;<LOD;6,01;<LOD;3,39;45,87;5,42;317,74;20,96;198,91;17,09;582645,44;2310,14;35,5;1,78;79,04;2,19;<LOD;38,5;<LOD;1,5;<LOD;1,5;<LOD;1,5;104619,88;1148,72;2030,56;65,53;244612,72;1051,01;2542,76;33,45;<LOD;1289,08;;
189;27.09.2023 12:22;TestAll Geo;330,53;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;379,99;4,09;164,57;2,74;<LOD;3,6;52,75;2,02;4,55;0,63;30,47;3,34;<LOD;1,71;8,27;2,75;<LOD;28;0,37;0,14;105,64;6,55;<LOD;31,32;32,68;8,15;<LOD;27,26;<LOD;81,46;25328,91;154,43;332,5;32,04;94,08;8,16;147,84;6,18;6891,42;50,88;<LOD;1,46;4246,13;49,38;8081,98;91,64;346,47;64,27;898,23;25,99;14,16;8,48;458,13;16,2;57,07;6,56;<LOD;0,73;<LOD;6,54;<LOD;3,72;40,04;5,73;317,88;22,25;197,02;18,12;599390,25;2275,89;33,76;1,77;91,27;2,3;<LOD;38,49;<LOD;1,5;<LOD;1,5;<LOD;1,5;100915,91;1130,25;996;58,9;240995,59;1035,86;2785,37;35,58;<LOD;1290,82;;
190;27.09.2023 12:34;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;379,98;4,22;167,02;2,85;<LOD;3,68;53,67;2,11;4,68;0,67;45,15;3,82;<LOD;1,72;5,8;3,06;<LOD;29,57;0,37;0,15;107,37;6,79;<LOD;32,59;30,66;8,25;<LOD;28,3;<LOD;82,95;24411,22;156,6;332,35;33,29;76,06;8,31;148,74;5,77;6392,56;47,83;<LOD;1,6;5182,01;54,35;8453,16;94,39;291,36;64,33;1081,02;25,65;54,87;8,27;490,96;15,69;67,85;6,34;<LOD;0,7;<LOD;6,25;<LOD;3,59;39,18;5,44;358,74;22,17;229,46;18,07;626187;2139,56;33,05;1,82;91,53;2,38;<LOD;40,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;97666,06;1058,08;776,18;51,73;219302,58;993,95;2532,51;32,09;<LOD;1140,55;;
191;27.09.2023 12:52;TestAll Geo;330,16;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;360,53;4,12;174,85;2,9;<LOD;3,76;54,47;2,1;4,28;0,65;38;3,65;<LOD;1,88;5,96;2,93;<LOD;31,02;0,31;0,15;127,79;7,26;<LOD;33,37;45,76;8,83;<LOD;28,36;<LOD;87,19;28728,69;169,08;387,95;34,53;116,25;8,14;162,34;6,49;6916,96;52,25;<LOD;2,31;12795,06;80,24;10822,06;103,99;436,09;70,47;751,41;24,94;<LOD;12,15;380,84;15,38;34,85;6,25;<LOD;0,69;<LOD;6,91;<LOD;3,99;30,68;5,46;313,63;23,44;185,6;19,02;603122;2339,74;34,49;1,82;86,62;2,32;<LOD;39,81;<LOD;1,5;<LOD;1,5;<LOD;1,5;92838,51;1141,53;1410,21;66,76;226200,14;1010,03;2917,9;38,09;<LOD;1452,53;;
192;27.09.2023 13:29;TestAll Geo;330,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;195,61;2,99;133,95;2,39;<LOD;3,21;48,65;1,82;2,16;0,51;9,11;2,56;<LOD;1,5;3,98;2,08;<LOD;27,77;0,28;0,13;35,02;4,57;<LOD;28,42;<LOD;12,04;<LOD;25,31;<LOD;71,5;18643,63;127,23;322,51;29,22;<LOD;12,23;91,67;4,57;2740,66;28,53;4,73;1,45;9539,88;73;7553,14;93,18;360,79;69,48;540,1;21,56;<LOD;10,97;379,63;13,93;40,4;5,71;<LOD;0,63;<LOD;5,92;<LOD;3,27;36,59;5,06;214,75;19,29;139,11;15,96;534682,63;2122,31;13,01;1,37;15,73;1,33;<LOD;31,13;<LOD;1,5;<LOD;1,5;<LOD;1,5;61877,35;872,76;271,66;48,83;353384,59;1255,25;2616,13;33,6;<LOD;1292,51;;
193;27.09.2023 13:39;TestAll Geo;330,47;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;165,07;2,96;152,76;2,65;<LOD;3,42;50,53;1,95;<LOD;143,1;14,65;2,86;<LOD;1,75;5,22;2,34;<LOD;29,08;<LOD;0,2;37,04;4,87;<LOD;30,77;<LOD;13,58;<LOD;21,09;<LOD;56,25;17701,86;129,44;423,17;32,04;65,49;14,5;83,71;4,82;2247,46;27,86;<LOD;4,43;54398,92;155,89;5834,27;82,9;606,96;80,22;235,59;23,67;<LOD;12,28;312,77;15,89;14,9;6,51;<LOD;0,72;<LOD;6,82;<LOD;3,92;39,26;6,05;121,79;19,96;78,38;16,67;575122,94;2444,61;14,62;1,45;16,25;1,4;<LOD;34,79;<LOD;1,5;<LOD;1,5;<LOD;1,5;45137,32;976,69;7598,28;129,46;259003,47;1063,72;4323,25;51,05;<LOD;1989,76;;
194;27.09.2023 14:10;TestAll Geo;330,45;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;204,02;3,04;160,73;2,58;<LOD;3,28;51,65;1,87;3,09;0,54;15,9;2,74;<LOD;1,5;<LOD;4,51;<LOD;27,2;0,2;0,13;40,84;4,75;<LOD;28,79;<LOD;12,24;<LOD;24,92;<LOD;74,71;21353,24;134,98;460,31;31,75;59,25;12,85;83,94;4,45;2301,38;26,39;<LOD;4,46;49276,63;157,36;7189,24;94,07;673,55;86,61;437,23;22,63;<LOD;11,5;344,81;14,69;21,52;5,97;<LOD;0,67;<LOD;6,08;<LOD;3,48;43,46;5,57;162,05;19;99,83;15,74;563696,5;2222,79;14,59;1,38;16,45;1,34;<LOD;33,67;<LOD;1,5;<LOD;1,5;<LOD;1,5;48646,98;916,77;4859,9;99,3;285356,94;1079,6;4026,32;45,15;<LOD;1677,13;;
195;27.09.2023 14:24;TestAll Geo;600;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;233,61;2,29;95,24;1,49;<LOD;2,48;67,82;1,5;3,59;0,41;13,05;1,96;<LOD;1,5;6,76;1,62;<LOD;19,47;0,33;0,1;43,6;3,59;<LOD;21,27;<LOD;8,87;<LOD;18,58;<LOD;59,21;29091,04;114,75;877,89;28,73;45,27;6,26;71,43;3,41;2932,59;21,95;1,95;1,12;10153,02;58,39;15298,71;96,14;2085,61;83;486,17;15,79;<LOD;8,4;435,83;10,64;50,6;4,31;<LOD;0,48;<LOD;4,04;<LOD;2,2;34,33;3,73;262,04;14,47;167,8;11,9;553237,13;1654,34;16,47;1,02;18,56;1,02;<LOD;25,53;<LOD;1,5;<LOD;1,5;<LOD;1,5;64333,73;739,55;1699,18;56;308106,28;849,58;4120,01;33,39;<LOD;1125,74;;
196;27.09.2023 14:54;TestAll Geo;330,35;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;269,88;3,73;116,9;2,49;<LOD;3,98;76,88;2,44;4,63;0,67;16,39;3,14;<LOD;2,04;8,74;2,64;<LOD;33,51;0,3;0,15;50,69;5,87;<LOD;35,87;28,56;8,97;69,81;16,42;<LOD;81,14;33809,51;188,69;994,67;46,04;35,5;7,02;87,93;5,49;2388,89;35,62;<LOD;2,05;9562,29;71,41;11724,49;108,8;2301,04;106,19;515,14;26,65;<LOD;13,91;416,8;17,68;53,51;7,25;<LOD;0,8;<LOD;7,32;<LOD;4,41;36,4;6,31;261,55;24,1;151,01;19,62;531642,13;2529,35;17,82;1,61;22,65;1,67;<LOD;41,8;<LOD;1,5;<LOD;1,5;<LOD;1,5;65167,23;1077,46;2454,22;92,81;317227,91;1245,68;4561,33;51,17;<LOD;1743,98;;
197;27.09.2023 15:02;TestAll Geo;330,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;230,8;3,24;104,59;2,19;<LOD;3,61;76,88;2,26;4,3;0,61;14,95;2,84;<LOD;1,64;7,61;2,36;<LOD;27,66;0,43;0,14;48,88;5,3;<LOD;31,2;<LOD;13,31;<LOD;26,53;<LOD;88,18;32722,21;172,29;813,01;39,82;28,16;8,66;77,43;5,21;3162,8;33,7;<LOD;2,3;9584,46;80,77;13563,59;129,99;1656,3;109,27;332,73;22,22;<LOD;11,85;380,5;15,1;36,59;6,16;<LOD;0,69;<LOD;6,4;<LOD;3,67;37,43;5,5;234,21;20,65;131,25;16,81;529318,75;2309,06;17;1,48;20,43;1,52;<LOD;38,29;<LOD;1,5;<LOD;1,5;<LOD;1,5;69042,88;1001,98;2136,71;75,85;323560,38;1185,04;4874,94;47,36;<LOD;1497,32;;
198;27.09.2023 15:09;TestAll Geo;330,38;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;251,54;3,3;97,39;2,1;<LOD;3,51;66,82;2,1;3,53;0,57;11,91;2,71;<LOD;1,61;8,97;2,3;<LOD;28,67;0,32;0,13;35,66;4,86;<LOD;30,91;<LOD;12,82;<LOD;26,4;<LOD;83,09;27995,41;157,72;861,49;39,75;27,37;8,87;75,58;4,99;2935,02;31,87;<LOD;2,23;8476,13;77,61;14663,66;135,6;1079,56;98,43;424,1;22,28;<LOD;11,88;413,47;15,07;44,48;6,12;<LOD;0,68;<LOD;6,18;<LOD;3,48;39,79;5,44;221,27;20,04;152,65;16,66;561465,69;2114,29;16,5;1,45;20,98;1,48;<LOD;35,52;<LOD;1,5;<LOD;1,5;<LOD;1,5;62858,93;893,44;1659,59;65,18;306358,75;1141,93;3246,73;37,13;<LOD;1333,47;;
199;27.09.2023 15:23;TestAll Geo;330,45;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;231,66;3,18;71,83;1,85;<LOD;3,4;66,78;2,09;3,56;0,57;10,01;2,64;<LOD;1,55;6,85;2,2;<LOD;28,12;0,39;0,14;43,83;4,98;<LOD;29,09;<LOD;12,54;<LOD;25,73;<LOD;81,51;26311,04;152,9;628,33;35,91;26,33;8,67;72,17;4,84;2893,93;30,89;2,3;1,12;4602,05;59,5;16290,81;137,4;410,37;79,12;357,62;21,19;<LOD;11,34;404,1;14,49;42,82;5,89;<LOD;0,65;<LOD;6,12;<LOD;3,55;34,72;5,16;228,91;20,09;147,01;16,59;529745,31;2208,15;14,84;1,43;21,88;1,49;<LOD;35,28;<LOD;1,5;<LOD;1,5;<LOD;1,5;62956,52;919,76;191,38;51,27;345099,38;1236;2831,5;36,46;<LOD;1407,32;;
200;27.09.2023 15:40;TestAll Geo;330,19;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;284,73;3,52;73,99;1,9;<LOD;3,46;66,29;2,13;3,65;0,59;12,9;2,78;<LOD;1,52;<LOD;4,58;<LOD;28,79;0,41;0,14;40,93;4,98;<LOD;29,2;30,16;7,7;<LOD;26,98;<LOD;82,9;25751,68;154,14;764,75;38,95;<LOD;13,45;69,08;4,41;2509,66;27,9;<LOD;1,74;4736,17;62,43;17006,79;144,71;465,35;83,76;559,15;22,05;39,59;7,83;473,79;14,89;61,91;6,02;<LOD;0,66;<LOD;5,83;<LOD;3,29;46,54;5,34;292,03;20,04;173,81;16,31;552826,44;2071,83;13,55;1,45;23,09;1,53;<LOD;36,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;59282,75;830,87;300,68;46,01;328124,84;1185,46;2519,43;32,04;<LOD;1240,44;;
201;27.09.2023 15:51;TestAll Geo;330,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;229,13;3,2;72,46;1,87;<LOD;3,37;60,27;2,03;2,77;0,55;10,16;2,66;<LOD;1,56;5,37;2,19;<LOD;29,07;0,41;0,14;41,18;4,91;<LOD;29,42;<LOD;12,77;<LOD;26,71;<LOD;78,67;22191,83;142,33;669,22;36,84;17,96;8,44;67,83;4,61;2732,53;29,65;2,52;1,2;5578,82;63,2;15426,29;133,19;869;88,91;587,35;22,67;32,19;7,96;455,18;15,07;56,32;6,09;<LOD;0,68;<LOD;6,1;<LOD;3,43;44,26;5,42;302,25;20,9;187,01;17,06;544023,31;2163,25;13,45;1,42;19,32;1,45;<LOD;33,76;<LOD;1,5;<LOD;1,5;<LOD;1,5;61819,27;894,66;511,17;54,46;335362,59;1233,14;2871,15;35,94;<LOD;1339,96;;
202;27.09.2023 16:02;TestAll Geo;330,27;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;237,25;3,31;79,71;1,99;<LOD;3,41;61,73;2,08;<LOD;145,4;10,69;2,75;<LOD;1,7;<LOD;4,54;<LOD;29,72;0,35;0,14;40,97;5,06;<LOD;30,31;<LOD;13,14;<LOD;27,48;<LOD;83,3;25809,67;155,9;571,74;35,95;21,61;7,92;70,45;4,76;2901,49;30,97;1,85;1,08;4819,88;56,95;13613,77;121,48;357,99;72,18;490,77;23,6;15,38;8,41;472,77;16,19;58,3;6,52;<LOD;0,73;<LOD;6,45;<LOD;3,67;38,81;5,67;241,25;21,17;151,47;17,42;567001,25;2104,4;15,23;1,47;19,65;1,48;<LOD;35,34;<LOD;1,5;<LOD;1,5;<LOD;1,5;58080,25;861,58;324,51;52,67;313859,72;1188,78;2916,26;36,31;<LOD;1320,94;;
203;27.09.2023 16:12;TestAll Geo;330,61;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;102,35;2,73;196,31;3,11;<LOD;4,99;158,76;3,27;5,06;0,71;25,11;3,39;<LOD;1,95;13,41;2,89;<LOD;31,67;0,43;0,15;145,09;7,82;<LOD;34,81;<LOD;14,22;135,16;16,68;<LOD;99,88;42227;207,82;626,1;40,49;207,08;11,71;134,58;7,38;4577,81;48,38;22,5;2,73;21007,5;136,94;29446,99;215,86;789,23;121,06;670,93;25,74;36,07;8,89;463,53;16,86;55,04;6,78;<LOD;0,76;<LOD;6,93;<LOD;4,05;37,64;5,9;280,24;23,25;193,62;19,25;517491;3100,77;14,58;1,59;23,61;1,87;<LOD;47;<LOD;1,5;<LOD;1,5;<LOD;1,5;170614,47;1786,13;1537,59;74,07;192566;930,67;6822,93;59,71;<LOD;1711,75;;
204;28.09.2023 09:00;TestAll Geo;330,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;107,15;2,77;196,58;3,12;<LOD;4,94;158,95;3,29;5,45;0,73;24,19;3,39;<LOD;2,04;10,26;2,82;<LOD;31,76;0,41;0,15;145,32;7,88;<LOD;35,95;30,9;8,76;105,15;16,4;<LOD;100,64;42491,9;209,02;627,44;40,61;195,16;11,34;141,78;7,39;4613,37;48,36;22,99;2,62;20050,04;131,06;28453,62;207,83;663,02;114,54;668,63;25,96;45,44;9,02;468,97;17,07;63,62;6,93;<LOD;0,77;<LOD;7,15;<LOD;4,12;46,37;6,14;269,27;23,62;181,72;19,53;541842,44;3001,66;15,75;1,61;26,05;1,9;<LOD;47,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;156171,06;1707,16;1369,28;73,79;183513,83;921,32;6353,32;58,31;<LOD;1731,69;;
205;28.09.2023 09:06;TestAll Geo;330,27;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;107,29;2,77;196,92;3,11;<LOD;4,91;158,5;3,28;5,85;0,74;27,41;3,47;<LOD;2,01;11,87;2,91;<LOD;32,05;0,36;0,15;143,73;7,82;<LOD;35,31;27,89;8,66;109,08;16,44;<LOD;100,69;42781,29;209,21;582,66;39,82;200,44;11,52;142,97;7,42;4583,79;48,34;24,37;2,66;20268,97;132,96;28699,37;210,6;573,2;113,67;652,33;25,81;37,23;8,97;476,2;17,09;61,52;6,89;<LOD;0,77;<LOD;7,13;<LOD;4,17;41,89;6,03;282,12;23,71;151,25;19,16;541245,75;3028,86;15,72;1,62;24,64;1,89;<LOD;48,87;<LOD;1,5;<LOD;1,5;<LOD;1,5;157173,75;1731,21;1344,38;73,87;182947,34;935,76;6323,08;58,63;<LOD;1764,75;;
206;28.09.2023 09:11;TestAll Geo;330,32;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;105,95;2,74;197,8;3,11;<LOD;4,87;159,59;3,27;5,15;0,71;24,81;3,37;<LOD;1,97;12,11;2,85;<LOD;31,64;0,37;0,15;141,02;7,73;<LOD;34,97;<LOD;14,22;131,97;16,68;<LOD;99,79;42414,54;207,47;627,16;40,35;206,46;11,52;137,82;7,32;4601,31;48,21;24,35;2,66;20242,82;132,48;28673,34;209,88;689,51;116,1;693,07;26,34;57,82;9,17;488,17;17,39;63,91;7;<LOD;0,78;<LOD;7,04;<LOD;4,1;42,94;6,13;278,69;23,46;170,48;19,18;536928,38;3014,09;15,22;1,6;23,93;1,87;<LOD;47,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;159689,75;1744,5;1395,55;74,69;185120,31;939,32;6360,28;58,83;<LOD;1712,19;;
207;28.09.2023 09:17;TestAll Geo;330,27;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;107,32;2,76;198,49;3,12;<LOD;4,95;159,45;3,27;5,06;0,71;26,57;3,43;<LOD;1,99;12,2;2,89;<LOD;31,93;0,38;0,15;143,18;7,79;<LOD;35,32;<LOD;14;132,56;16,75;<LOD;100,3;42712,23;208,55;620,02;40,34;204,12;11,56;131,47;7,38;4651,21;48,8;21,04;2,66;20463,65;133,92;28810,33;211,58;556,56;113,71;661,69;25,93;43,12;9,02;472,03;17,1;60,8;6,91;<LOD;0,77;<LOD;7,1;<LOD;4,14;39,75;6,01;286,68;23,72;180,83;19,45;533066,5;3054,32;17,14;1,62;23,62;1,87;<LOD;47,63;<LOD;1,5;<LOD;1,5;<LOD;1,5;161215,14;1765,03;1315,61;74,24;186644,48;944,97;6431,68;59,38;<LOD;1747,44;;
208;28.09.2023 09:23;TestAll Geo;330,78;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,04;2,75;198,37;3,1;<LOD;4,93;159,62;3,24;4,55;0,69;24,25;3,35;<LOD;2,03;14,27;2,87;<LOD;31,12;0,29;0,15;135,22;7,61;<LOD;35,17;32,65;8,7;122,02;16,42;<LOD;99,1;42318,66;206,69;638,07;40,41;211,89;11,64;140,07;7,39;4597,96;48,26;24,7;2,68;20487,62;133,79;28955,02;211,71;570,69;114;666,97;25,86;41,36;8,98;489,78;17,18;64,18;6,91;<LOD;0,76;<LOD;6,98;<LOD;4,13;43,82;6,07;267,6;23,46;156,27;19,15;529171,63;3065,17;14,64;1,58;23,73;1,86;<LOD;46,53;<LOD;1,5;<LOD;1,5;<LOD;1,5;164628,05;1768,85;1386,57;74,29;187664,64;927,9;6428,12;58,78;<LOD;1733,43;;
